0 25 65
20 25 65
40 23 24
40 36 99
60 36 56
60 25 56
60 25 65
60 65 99
60 56 65
80 36 56
80 65 99
80 36 65
80 56 65
80 23 46
100 23 24
100 65 99
100 36 65
120 23 24
120 32 65
120 25 65
120 65 99
140 32 65
140 65 99
160 23 24
160 65 99
180 23 24
180 24 56
180 23 56
180 65 99
200 23 24
200 24 56
220 23 24
220 32 65
220 32 99
220 36 65
220 32 36
240 32 99
240 65 99
240 32 36
260 32 99
260 65 99
260 32 36
280 36 99
280 32 65
280 32 99
280 65 99
280 36 65
280 32 36
300 36 65
320 65 99
340 36 65
340 43 46
360 25 65
360 65 99
360 36 65
380 36 99
380 25 65
380 65 99
380 36 65
380 25 36
400 36 99
400 34 46
400 65 99
400 36 65
420 36 99
420 44 105
420 29 93
420 65 99
420 36 65
440 44 105
440 65 105
440 65 99
440 36 65
460 20 83
460 3 56
460 44 65
460 65 105
460 99 105
460 65 99
460 36 65
480 44 105
480 32 65
480 36 105
480 44 99
480 65 105
480 112 118
480 99 105
480 65 99
500 44 105
500 44 65
500 93 108
500 9 40
500 44 99
500 25 32
500 99 105
500 27 99
500 65 99
500 32 36
500 25 36
520 12 46
520 44 105
520 85 88
520 43 89
520 93 108
520 9 40
520 44 99
520 65 105
520 27 44
520 99 105
520 27 99
520 65 99
520 32 36
540 12 46
540 44 105
540 85 88
540 43 89
540 32 65
540 9 40
540 44 99
540 65 105
540 27 44
540 25 32
540 99 105
540 27 99
540 12 79
540 65 99
540 25 36
560 32 65
560 44 65
560 93 108
560 29 43
560 27 65
560 9 40
560 65 105
560 25 32
560 99 105
560 27 99
560 65 99
560 22 68
560 76 89
560 22 58
560 43 93
580 27 32
580 32 65
580 44 65
580 93 108
580 27 65
580 9 40
580 44 99
580 65 105
580 12 39
580 69 104
580 25 32
580 27 99
580 65 99
580 76 89
580 11 23
580 12 23
580 22 58
580 43 93
600 3 56
600 27 103
600 44 65
600 93 108
600 9 40
600 44 99
600 55 65
600 65 105
600 23 39
600 12 39
600 55 105
600 99 105
600 27 105
600 27 99
600 65 99
600 11 12
600 99 103
600 12 23
620 20 83
620 3 56
620 2 108
620 9 40
620 11 39
620 55 65
620 65 105
620 12 39
620 55 105
620 58 68
620 113 120
620 65 103
620 61 92
620 36 65
620 11 12
620 11 23
620 44 55
620 12 23
620 22 58
620 43 93
620 25 36
640 32 67
640 27 103
640 27 65
640 12 40
640 55 105
640 0 31
640 4 12
640 9 12
640 32 99
640 61 92
640 36 65
640 32 36
640 44 103
640 11 23
640 22 58
660 3 56
660 27 103
660 41 114
660 32 65
660 93 108
660 27 65
660 12 40
660 55 105
660 32 103
660 0 31
660 32 105
660 103 105
660 27 99
660 65 103
660 61 92
660 65 99
660 32 80
660 99 103
660 12 37
680 39 56
680 44 53
680 27 103
680 32 65
680 93 108
680 27 65
680 65 105
680 32 53
680 53 55
680 55 105
680 32 105
680 103 105
680 27 99
680 40 45
680 65 103
680 65 99
680 32 80
680 99 103
680 53 105
700 23 80
700 27 103
700 27 65
700 55 65
700 65 105
700 85 95
700 55 105
700 27 99
700 12 59
700 25 65
700 3 39
700 65 103
700 65 99
700 55 80
700 80 103
700 37 45
700 99 103
700 12 37
700 65 80
700 80 105
720 23 80
720 27 103
720 93 108
720 27 65
720 47 102
720 65 105
720 85 95
720 55 105
720 90 95
720 27 99
720 3 39
720 22 103
720 65 103
720 12 45
720 99 103
720 12 37
720 15 94
740 23 25
740 27 103
740 31 43
740 27 65
740 15 31
740 65 105
740 55 105
740 22 65
740 90 95
740 27 99
740 3 39
740 58 68
740 65 103
740 0 43
740 22 61
760 44 53
760 32 67
760 23 25
760 27 103
760 27 65
760 55 65
760 65 105
760 25 80
760 15 68
760 55 105
760 46 83
760 90 95
760 31 79
760 27 99
760 3 39
760 65 103
760 76 89
760 15 43
760 99 103
760 4 33
760 12 17
780 27 103
780 27 65
780 9 40
780 55 65
780 32 68
780 25 80
780 29 32
780 15 68
780 55 105
780 22 65
780 46 83
780 90 95
780 27 99
780 3 39
780 58 68
780 99 103
780 12 17
800 27 103
800 24 25
800 93 108
800 22 57
800 27 55
800 27 65
800 9 40
800 29 68
800 55 65
800 65 105
800 25 80
800 37 41
800 55 105
800 90 95
800 27 105
800 12 59
800 65 103
820 56 67
820 56 68
820 27 103
820 12 72
820 22 57
820 27 55
820 27 65
820 71 115
820 55 65
820 65 105
820 25 80
820 55 105
820 55 103
820 90 95
820 27 99
820 7 46
820 12 59
820 64 85
820 59 72
820 7 115
820 65 103
820 0 43
820 10 32
820 46 71
820 24 80
820 46 115
820 22 23
820 7 71
840 56 67
840 21 41
840 27 80
840 27 103
840 93 108
840 15 77
840 9 40
840 64 71
840 55 65
840 65 105
840 25 80
840 55 105
840 27 99
840 12 59
840 58 68
840 65 103
840 76 89
840 15 94
860 27 103
860 93 108
860 9 40
860 55 65
860 65 105
860 85 95
860 36 62
860 55 105
860 90 95
860 27 99
860 64 85
860 39 44
860 32 58
860 3 44
880 25 26
880 56 67
880 21 41
880 58 92
880 22 26
880 27 103
880 93 108
880 21 84
880 9 40
880 55 109
880 55 65
880 65 105
880 85 95
880 55 105
880 27 99
880 64 85
880 42 77
880 46 72
880 39 44
880 36 48
880 98 108
900 102 107
900 32 56
900 27 103
900 93 108
900 21 84
900 0 106
900 9 40
900 55 109
900 66 75
900 65 105
900 62 66
900 55 105
900 27 99
900 64 85
900 93 98
900 42 79
900 39 44
900 10 79
900 15 54
900 36 48
900 98 108
920 56 67
920 12 51
920 32 67
920 27 103
920 68 77
920 2 108
920 15 77
920 21 84
920 9 40
920 54 77
920 65 109
920 55 65
920 65 105
920 15 68
920 55 105
920 105 109
920 25 61
920 64 85
920 93 98
920 40 101
920 39 44
920 98 108
940 12 51
940 42 43
940 27 103
940 93 108
940 21 84
940 9 40
940 65 109
940 55 65
940 65 105
940 15 68
940 62 66
940 85 95
940 55 105
940 90 95
940 27 99
940 64 85
940 3 39
940 40 101
940 39 44
940 99 103
940 69 86
940 10 79
940 36 48
940 98 108
960 25 26
960 12 51
960 27 103
960 10 50
960 93 108
960 2 108
960 21 84
960 9 40
960 55 65
960 65 105
960 62 66
960 85 95
960 90 95
960 27 99
960 64 85
960 40 101
960 9 101
960 39 44
960 99 103
980 12 51
980 93 108
980 2 108
980 15 77
980 21 84
980 9 40
980 15 68
980 62 66
980 85 95
980 90 95
980 64 85
980 40 101
980 9 101
980 39 44
980 36 48
1000 56 67
1000 12 51
1000 21 84
1000 9 40
1000 15 68
1000 62 66
1000 72 121
1000 85 95
1000 90 95
1000 64 85
1000 30 94
1000 40 101
1000 9 101
1000 39 44
1000 36 48
1020 56 67
1020 12 51
1020 50 93
1020 102 107
1020 39 53
1020 21 84
1020 9 40
1020 15 68
1020 72 121
1020 68 76
1020 85 95
1020 90 95
1020 68 89
1020 40 101
1020 88 121
1040 56 67
1040 77 78
1040 39 53
1040 15 76
1040 21 84
1040 9 40
1040 28 63
1040 15 68
1040 62 66
1040 72 121
1040 68 76
1040 85 95
1040 77 89
1040 88 121
1040 85 90
1060 56 67
1060 68 94
1060 77 78
1060 39 53
1060 21 84
1060 9 40
1060 28 63
1060 15 68
1060 62 66
1060 68 76
1060 90 95
1060 12 59
1060 40 101
1060 76 94
1060 88 121
1060 10 89
1080 56 67
1080 30 70
1080 68 94
1080 15 76
1080 21 84
1080 2 78
1080 9 40
1080 39 50
1080 15 68
1080 62 66
1080 72 121
1080 68 76
1080 85 95
1080 90 95
1080 40 101
1080 76 94
1080 30 77
1080 15 94
1100 56 67
1100 29 39
1100 32 67
1100 15 76
1100 21 84
1100 9 40
1100 0 2
1100 15 68
1100 62 66
1100 68 76
1100 85 95
1100 40 101
1100 39 44
1100 88 121
1100 10 89
1120 21 84
1120 2 78
1120 9 40
1120 62 66
1120 72 121
1120 85 95
1120 15 79
1120 90 95
1120 10 68
1120 42 77
1120 32 77
1120 76 89
1140 21 84
1140 2 78
1140 15 117
1140 9 40
1140 28 63
1140 62 66
1140 85 95
1140 90 95
1140 58 68
1140 39 68
1140 15 54
1160 21 84
1160 9 40
1160 28 63
1160 62 66
1160 85 95
1160 90 95
1160 58 68
1160 76 89
1160 15 54
1160 28 75
1180 21 84
1180 9 40
1180 62 66
1180 85 95
1180 90 95
1180 58 68
1180 15 54
1180 28 75
1200 21 84
1200 9 40
1200 62 66
1200 72 121
1200 90 95
1200 58 68
1200 76 89
1220 89 94
1220 21 84
1220 9 40
1220 62 66
1220 72 121
1220 90 95
1220 58 68
1220 15 54
1220 36 48
1220 43 108
1240 21 84
1240 62 66
1240 90 95
1240 39 68
1240 88 121
1240 28 75
1240 72 73
1260 21 84
1260 2 78
1260 9 40
1260 53 92
1260 62 66
1260 85 95
1260 90 95
1260 63 75
1260 39 68
1260 15 54
1260 28 75
1260 36 48
1260 43 108
1260 72 73
1280 21 84
1280 9 40
1280 53 92
1280 62 66
1280 85 95
1280 90 95
1280 58 68
1280 39 68
1280 88 121
1280 15 54
1280 28 75
1280 72 73
1300 21 84
1300 9 40
1300 53 92
1300 62 66
1300 85 95
1300 90 95
1300 8 18
1300 39 68
1300 72 73
1320 21 84
1320 2 78
1320 9 40
1320 62 66
1320 90 95
1320 8 18
1320 88 121
1320 15 54
1320 72 73
1340 30 70
1340 21 84
1340 2 78
1340 9 40
1340 62 66
1340 90 95
1340 76 89
1340 88 121
1340 2 76
1360 21 84
1360 2 78
1360 9 40
1360 62 66
1360 85 95
1360 90 95
1360 58 68
1360 76 89
1360 88 121
1360 36 48
1380 21 84
1380 9 40
1380 62 66
1380 72 121
1380 85 95
1380 90 95
1380 88 121
1380 36 48
1400 21 84
1400 2 78
1400 9 40
1400 11 68
1400 62 66
1400 72 121
1400 85 95
1400 90 95
1400 8 18
1400 58 68
1400 88 121
1400 36 48
1420 30 70
1420 21 84
1420 2 78
1420 9 40
1420 11 68
1420 62 66
1420 72 121
1420 85 95
1420 90 95
1420 58 68
1420 36 48
1440 2 78
1440 9 40
1440 62 66
1440 85 95
1440 90 95
1440 8 18
1440 64 85
1440 58 68
1460 102 107
1460 21 84
1460 2 78
1460 9 40
1460 62 66
1460 90 95
1460 8 18
1460 64 85
1460 58 68
1460 28 75
1480 21 84
1480 2 78
1480 9 40
1480 11 68
1480 62 66
1480 72 121
1480 85 95
1480 90 95
1480 8 18
1480 64 85
1500 30 70
1500 21 84
1500 9 40
1500 11 68
1500 62 66
1500 72 121
1500 90 95
1500 8 18
1500 64 85
1500 63 75
1500 8 121
1520 21 84
1520 9 40
1520 62 66
1520 72 121
1520 85 95
1520 90 95
1520 8 18
1520 58 68
1540 21 84
1540 9 40
1540 62 66
1540 72 121
1540 85 95
1540 90 95
1540 8 18
1540 58 68
1540 88 121
1560 21 84
1560 9 40
1560 62 66
1560 72 121
1560 85 95
1560 90 95
1560 8 18
1580 9 40
1580 62 66
1580 72 121
1580 85 95
1580 90 95
1580 8 18
1600 21 84
1600 9 40
1600 62 66
1600 72 121
1600 85 95
1600 90 95
1600 16 58
1600 21 85
1620 62 66
1620 72 121
1620 85 95
1640 30 70
1640 21 84
1640 9 40
1640 53 92
1640 62 66
1640 72 121
1640 36 48
1660 30 70
1660 21 84
1660 9 40
1660 1 92
1660 53 92
1660 62 66
1660 72 121
1660 85 95
1660 40 101
1680 21 84
1680 9 40
1680 1 92
1680 53 92
1680 62 66
1680 72 121
1680 76 89
1680 72 73
1700 102 107
1700 21 84
1700 9 40
1700 1 92
1700 53 92
1700 62 66
1700 85 95
1700 90 95
1700 8 18
1700 40 101
1720 21 84
1720 9 40
1720 62 66
1720 85 95
1720 8 18
1720 48 102
1720 58 68
1740 12 51
1740 21 84
1740 9 40
1740 62 66
1740 8 18
1740 48 102
1740 40 101
1740 72 73
1760 30 70
1760 21 84
1760 9 40
1760 62 66
1760 8 18
1760 48 102
1760 72 73
1780 21 84
1780 48 87
1780 4 59
1780 9 40
1780 62 66
1780 8 18
1800 12 51
1800 21 84
1800 9 40
1800 62 66
1800 90 95
1800 8 18
1820 12 51
1820 21 84
1820 9 40
1820 62 66
1820 8 18
1820 58 68
1840 21 84
1840 2 78
1840 9 40
1840 62 66
1840 8 18
1840 58 68
1860 21 84
1860 9 40
1860 62 66
1860 8 18
1880 12 51
1880 21 84
1880 9 40
1880 62 66
1880 8 18
1880 40 101
1900 21 84
1900 9 40
1900 62 66
1900 41 51
1920 21 84
1920 9 40
1920 62 66
1920 8 18
1920 41 51
1940 21 84
1940 2 78
1940 9 40
1940 62 66
1940 8 18
1940 16 58
1960 21 84
1960 9 40
1960 8 18
1980 21 84
1980 2 78
1980 9 40
1980 62 66
1980 8 18
1980 16 58
2000 21 84
2000 2 78
2000 9 40
2000 8 18
2020 21 84
2020 2 78
2020 9 40
2020 8 18
2020 36 48
2040 21 84
2040 2 78
2040 9 40
2040 62 66
2040 8 18
2040 32 77
2060 21 84
2060 9 40
2060 62 66
2060 90 95
2060 8 18
2060 32 77
2080 12 51
